,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,month_int,cons.conf.idx,emp.var.rate,euribor3m,nr.employed,cons.price.idx
31968,49,blue-collar,single,secondary,no,8982,yes,no,cellular,13,apr,7.83,2,334,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31969,31,management,married,tertiary,no,357,yes,no,cellular,13,apr,3.35,2,228,5,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31971,38,admin.,divorced,secondary,no,3834,yes,no,cellular,13,apr,6.05,2,327,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31972,30,blue-collar,single,primary,no,464,yes,no,cellular,13,apr,11.43,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31973,43,blue-collar,married,primary,no,1288,yes,no,cellular,13,apr,2.27,1,334,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31974,43,blue-collar,married,secondary,no,2355,yes,yes,cellular,13,apr,5.55,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31975,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,3.62,3,327,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31976,42,blue-collar,married,primary,no,7735,yes,no,cellular,13,apr,2.77,1,144,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31977,41,technician,married,tertiary,no,816,yes,yes,cellular,13,apr,8.67,2,319,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31978,30,admin.,married,secondary,no,695,yes,no,cellular,13,apr,7.97,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31979,37,entrepreneur,single,tertiary,no,-961,no,no,cellular,13,apr,4.9,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31980,40,blue-collar,married,primary,no,3090,yes,no,cellular,13,apr,11.07,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31981,49,admin.,divorced,secondary,no,190,yes,no,cellular,13,apr,7.02,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31982,34,management,married,tertiary,no,1116,yes,no,cellular,13,apr,2.0,1,262,5,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31983,39,admin.,married,secondary,no,201,yes,no,cellular,13,apr,4.38,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31984,48,blue-collar,married,primary,no,3752,yes,no,cellular,13,apr,3.58,5,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31985,42,blue-collar,married,primary,no,2103,yes,no,cellular,13,apr,6.4,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
31986,31,entrepreneur,divorced,secondary,no,290,yes,no,cellular,13,apr,3.83,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31987,35,management,single,tertiary,no,1599,yes,yes,cellular,13,apr,6.78,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
31988,34,technician,single,tertiary,no,925,yes,no,cellular,13,apr,11.82,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
31989,41,admin.,married,secondary,no,5110,yes,no,cellular,13,apr,3.85,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31990,40,admin.,married,secondary,no,5087,yes,no,cellular,13,apr,7.58,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31991,31,technician,married,secondary,no,5467,yes,no,cellular,13,apr,4.18,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31992,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,2.13,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31993,43,blue-collar,divorced,primary,no,515,yes,no,cellular,13,apr,3.32,2,146,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
31994,50,admin.,divorced,secondary,no,-194,yes,no,cellular,13,apr,3.97,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31995,56,blue-collar,married,primary,no,2765,no,no,cellular,13,apr,3.7,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31996,26,management,single,tertiary,no,-3,no,no,cellular,13,apr,17.03,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
31998,28,blue-collar,married,secondary,no,631,yes,no,cellular,13,apr,2.52,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
31999,33,management,single,tertiary,no,215,yes,no,cellular,13,apr,17.63,1,17,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32000,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,18.35,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32001,31,management,single,tertiary,no,999,yes,no,cellular,13,apr,3.12,5,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32002,52,blue-collar,married,secondary,no,543,yes,no,cellular,13,apr,3.52,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32003,36,admin.,single,secondary,no,587,yes,no,cellular,13,apr,3.98,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32004,27,services,single,secondary,no,150,no,no,cellular,13,apr,1.35,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32006,30,self-employed,married,secondary,no,1772,yes,no,cellular,13,apr,2.63,4,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32007,30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,2.88,4,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32008,35,blue-collar,married,tertiary,no,5271,yes,no,cellular,14,apr,1.98,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32009,80,retired,married,primary,no,1861,no,no,telephone,14,apr,9.38,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32010,57,management,married,tertiary,no,1318,no,no,cellular,14,apr,2.37,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32011,33,blue-collar,married,secondary,no,91,yes,no,cellular,14,apr,4.72,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32012,32,admin.,divorced,secondary,no,410,yes,no,cellular,14,apr,2.15,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32014,24,technician,single,secondary,no,139,no,no,cellular,14,apr,4.32,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32015,38,technician,married,tertiary,no,52,yes,no,cellular,14,apr,1.37,4,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32016,45,blue-collar,married,secondary,no,863,yes,no,cellular,14,apr,9.42,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32017,39,services,married,secondary,no,554,yes,no,cellular,14,apr,4.18,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32018,32,services,single,secondary,no,758,yes,no,cellular,14,apr,4.37,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32019,33,technician,single,tertiary,no,318,yes,no,cellular,14,apr,6.68,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32020,35,blue-collar,married,secondary,no,120,yes,no,cellular,14,apr,4.48,3,328,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32021,44,services,married,secondary,no,1450,yes,no,cellular,14,apr,5.93,1,314,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32022,36,services,single,secondary,no,1405,yes,no,cellular,14,apr,4.72,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32023,34,management,married,tertiary,no,703,yes,no,cellular,14,apr,5.7,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32024,41,management,married,tertiary,no,-456,no,no,cellular,14,apr,7.12,4,144,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32026,45,technician,single,primary,no,237,yes,no,cellular,14,apr,1.83,1,263,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32028,33,management,married,tertiary,no,0,yes,no,cellular,14,apr,8.92,3,328,1,failure,1,4,-47.1,-1.8,1.498,5099.1,93.075
32029,59,technician,married,secondary,no,0,yes,no,cellular,14,apr,2.42,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32030,25,student,single,secondary,no,1765,yes,no,telephone,14,apr,1.85,3,326,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32031,35,unemployed,married,secondary,no,2080,yes,no,telephone,14,apr,4.43,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32032,82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,1.97,6,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32033,58,blue-collar,married,primary,no,5445,yes,no,cellular,14,apr,6.52,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32034,31,blue-collar,single,secondary,no,609,yes,no,cellular,14,apr,18.77,1,335,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32035,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,2.37,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32036,40,technician,married,tertiary,no,1641,yes,no,cellular,14,apr,14.25,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32037,33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,5.73,1,74,2,failure,1,4,-47.1,-1.8,1.498,5099.1,93.075
32038,22,student,single,secondary,no,107,no,no,cellular,14,apr,2.08,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32039,32,technician,married,secondary,no,765,yes,yes,cellular,14,apr,14.17,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32040,37,technician,married,secondary,no,474,yes,no,cellular,14,apr,1.42,1,322,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32041,66,retired,married,secondary,no,3473,no,no,cellular,14,apr,7.35,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32042,54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,1.73,1,146,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32044,36,management,single,secondary,no,4394,yes,no,cellular,14,apr,1.9,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32045,36,management,divorced,tertiary,no,102,yes,no,cellular,14,apr,1.9,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32046,36,services,single,secondary,no,-253,yes,no,cellular,14,apr,17.88,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32048,65,management,married,secondary,no,5251,no,no,telephone,14,apr,3.77,5,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32050,44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,26.57,1,148,1,failure,1,4,-47.1,-1.8,1.498,5099.1,93.075
32051,65,retired,married,secondary,no,2,no,no,cellular,14,apr,7.5,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32052,43,admin.,married,secondary,no,1159,yes,no,cellular,14,apr,1.9,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32053,38,admin.,married,secondary,no,766,yes,no,cellular,14,apr,7.68,2,335,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32054,32,blue-collar,married,primary,no,1287,yes,no,cellular,14,apr,4.95,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32055,62,retired,married,primary,no,1084,no,no,cellular,14,apr,8.42,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32056,25,management,single,tertiary,no,702,no,no,cellular,14,apr,2.72,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32057,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,2.72,3,271,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32058,61,self-employed,divorced,tertiary,no,6,yes,no,cellular,14,apr,2.22,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32059,40,technician,single,tertiary,no,1175,no,no,cellular,14,apr,3.07,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32060,41,housemaid,married,primary,no,0,no,no,cellular,14,apr,2.8,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32061,30,technician,single,primary,no,2731,yes,no,cellular,14,apr,5.23,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32062,65,retired,married,primary,no,2173,no,no,cellular,14,apr,1.2,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32063,32,technician,single,tertiary,no,1012,no,no,cellular,14,apr,2.97,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32064,75,retired,divorced,secondary,no,105,no,no,cellular,14,apr,3.87,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32066,35,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,4.2,5,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32067,33,blue-collar,single,secondary,no,1254,yes,no,cellular,14,apr,9.73,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32068,77,retired,divorced,tertiary,no,4659,no,no,cellular,14,apr,2.68,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32069,62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,8.27,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32070,34,blue-collar,single,secondary,no,47,yes,no,cellular,14,apr,3.87,1,147,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32071,29,services,married,secondary,no,489,yes,no,cellular,14,apr,5.53,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32072,30,unemployed,married,tertiary,no,330,no,no,cellular,14,apr,1.85,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32073,34,services,married,secondary,no,6662,yes,yes,cellular,14,apr,5.13,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32075,33,admin.,single,tertiary,no,867,yes,no,cellular,14,apr,4.12,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32076,29,admin.,single,secondary,no,731,no,no,cellular,14,apr,1.78,3,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32077,43,blue-collar,married,primary,no,2273,yes,no,cellular,14,apr,7.07,2,147,3,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32078,32,management,single,tertiary,no,574,yes,no,cellular,14,apr,4.32,2,145,3,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32079,34,admin.,married,secondary,no,395,yes,no,cellular,14,apr,4.3,8,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32080,36,management,married,tertiary,no,926,no,no,cellular,14,apr,3.6,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32081,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,8.22,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32082,56,technician,married,secondary,no,3931,no,no,cellular,14,apr,1.92,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32083,49,blue-collar,married,secondary,no,1111,yes,yes,cellular,14,apr,1.73,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32084,36,blue-collar,married,secondary,no,325,no,no,cellular,14,apr,1.98,2,337,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32085,33,admin.,married,secondary,no,2374,yes,no,cellular,14,apr,11.77,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32086,33,admin.,single,secondary,no,549,yes,no,cellular,14,apr,0.73,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32087,58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,1.68,5,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32088,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,3.45,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32090,56,services,divorced,secondary,no,6101,no,no,cellular,14,apr,7.03,4,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32091,53,blue-collar,married,primary,no,1311,no,no,telephone,14,apr,1.02,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32092,34,admin.,single,secondary,no,852,no,no,cellular,14,apr,1.8,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32093,59,blue-collar,married,secondary,no,681,yes,no,telephone,14,apr,7.12,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32095,31,management,single,tertiary,no,2384,yes,no,cellular,14,apr,10.13,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32096,41,blue-collar,married,primary,no,875,yes,no,cellular,14,apr,3.15,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32097,52,services,married,secondary,no,2904,yes,no,cellular,15,apr,3.35,6,272,3,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32098,35,services,divorced,tertiary,no,877,yes,no,cellular,15,apr,1.02,3,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32099,65,management,married,secondary,no,587,no,no,cellular,15,apr,3.72,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32100,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,3.97,3,323,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32101,40,technician,married,secondary,no,0,no,no,cellular,15,apr,7.18,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32102,43,services,married,secondary,no,205,yes,no,cellular,15,apr,3.77,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32103,39,blue-collar,married,secondary,no,-145,yes,no,cellular,15,apr,22.87,4,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32104,35,admin.,married,secondary,no,5250,yes,no,cellular,15,apr,5.72,2,146,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32105,86,retired,married,primary,no,0,no,no,cellular,15,apr,2.35,12,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32106,43,services,married,primary,no,2557,yes,no,telephone,15,apr,2.75,2,327,3,failure,1,4,-47.1,-1.8,1.498,5099.1,93.075
32107,51,services,married,secondary,no,421,yes,no,cellular,15,apr,2.32,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32108,37,services,married,secondary,no,381,yes,no,cellular,15,apr,5.53,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32109,51,entrepreneur,married,primary,no,726,yes,yes,cellular,15,apr,1.45,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32110,70,retired,divorced,primary,no,275,no,no,cellular,15,apr,1.37,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32111,32,services,married,secondary,no,1129,yes,no,cellular,15,apr,15.05,2,341,2,failure,1,4,-47.1,-1.8,1.498,5099.1,93.075
32112,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,4.7,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32113,40,services,divorced,secondary,no,1062,yes,no,cellular,15,apr,6.48,2,299,4,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32114,33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,10.6,3,330,1,failure,1,4,-47.1,-1.8,1.498,5099.1,93.075
32115,30,services,married,secondary,no,292,yes,yes,cellular,15,apr,10.85,4,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32116,30,blue-collar,single,secondary,no,4,no,no,cellular,15,apr,11.53,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32117,33,management,married,secondary,no,336,no,no,cellular,15,apr,2.98,3,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32118,28,technician,single,tertiary,no,0,yes,no,cellular,15,apr,3.62,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32119,61,retired,married,primary,no,1515,yes,no,cellular,15,apr,4.22,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32120,41,services,married,secondary,no,1836,yes,yes,cellular,15,apr,2.32,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32121,39,admin.,single,secondary,no,238,yes,no,cellular,15,apr,6.95,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32122,37,management,married,tertiary,no,46,yes,no,cellular,15,apr,2.57,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32123,46,management,married,secondary,no,4105,yes,no,cellular,15,apr,1.92,3,258,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32124,32,services,single,secondary,no,-55,yes,no,cellular,15,apr,10.02,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32125,32,technician,single,secondary,no,674,yes,yes,cellular,15,apr,2.82,1,316,3,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32126,49,blue-collar,married,primary,no,3915,yes,no,telephone,15,apr,0.73,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32127,48,blue-collar,married,secondary,no,1738,yes,no,cellular,15,apr,5.82,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32128,36,technician,married,tertiary,no,543,yes,no,cellular,15,apr,3.75,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32130,53,self-employed,divorced,secondary,no,8112,yes,yes,cellular,15,apr,1.25,1,146,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32131,33,management,married,tertiary,no,4020,yes,yes,cellular,15,apr,4.18,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32132,26,technician,married,secondary,no,744,no,no,cellular,15,apr,10.15,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32134,32,technician,married,secondary,no,-292,yes,yes,cellular,15,apr,5.02,1,316,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32135,33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,2.77,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32136,47,unemployed,divorced,secondary,yes,342,yes,no,cellular,15,apr,2.95,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32137,31,blue-collar,married,secondary,no,1131,yes,yes,cellular,15,apr,2.1,1,148,6,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32138,36,management,married,secondary,no,1160,yes,no,cellular,15,apr,0.93,1,323,3,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32139,38,admin.,married,tertiary,no,293,no,no,cellular,15,apr,1.42,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32141,33,admin.,married,secondary,no,855,no,no,cellular,15,apr,1.83,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32142,58,self-employed,married,tertiary,no,1636,no,no,cellular,15,apr,3.12,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32143,61,management,married,tertiary,no,0,yes,no,cellular,15,apr,1.9,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32144,57,services,married,primary,no,491,yes,no,cellular,15,apr,20.28,3,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32145,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,1.78,1,148,4,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32146,62,blue-collar,married,secondary,no,180,no,no,cellular,15,apr,6.48,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32147,41,blue-collar,married,secondary,no,217,yes,no,cellular,15,apr,6.25,2,344,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32148,32,services,single,secondary,no,133,no,no,cellular,15,apr,2.85,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32149,34,management,married,tertiary,no,0,no,no,cellular,15,apr,2.08,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32150,28,management,married,secondary,no,152,yes,no,cellular,15,apr,6.87,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32151,33,management,married,tertiary,no,2173,yes,no,cellular,15,apr,14.52,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32152,39,blue-collar,single,secondary,no,649,yes,no,cellular,15,apr,11.13,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32154,29,management,married,tertiary,no,5698,no,no,cellular,15,apr,7.28,1,264,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32155,41,blue-collar,married,secondary,no,2689,yes,no,cellular,15,apr,2.25,1,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32156,38,blue-collar,divorced,secondary,no,1344,yes,no,cellular,15,apr,15.7,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32157,44,management,single,tertiary,no,897,yes,yes,cellular,15,apr,5.97,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32158,38,technician,single,secondary,no,8381,no,no,cellular,15,apr,1.37,1,145,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32159,31,services,single,secondary,no,205,yes,no,cellular,15,apr,7.75,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32160,76,housemaid,divorced,primary,no,1411,no,no,telephone,15,apr,2.83,3,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32162,58,blue-collar,single,secondary,no,3612,yes,no,cellular,15,apr,9.38,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32163,58,retired,divorced,primary,no,2745,no,yes,cellular,15,apr,7.82,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32164,53,housemaid,married,primary,no,2581,no,no,cellular,15,apr,1.65,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32165,44,blue-collar,single,secondary,no,0,yes,no,cellular,15,apr,7.37,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32166,47,housemaid,married,tertiary,no,2290,no,no,cellular,15,apr,0.9,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32167,27,technician,single,secondary,no,439,yes,no,cellular,15,apr,17.3,2,-1,0,success,1,4,-47.1,-1.8,1.498,5099.1,93.075
32168,54,blue-collar,divorced,primary,no,2656,yes,no,cellular,15,apr,19.78,2,320,2,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32169,19,student,single,secondary,no,626,no,no,telephone,15,apr,1.95,1,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32170,59,blue-collar,married,primary,no,3302,no,no,telephone,15,apr,1.42,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32171,32,management,single,tertiary,no,3981,yes,no,cellular,15,apr,6.03,1,271,1,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32172,42,admin.,divorced,secondary,no,2397,yes,no,cellular,15,apr,3.98,2,320,2,failure,0,4,-47.1,-1.8,1.498,5099.1,93.075
32173,32,blue-collar,married,primary,no,388,yes,no,cellular,15,apr,2.85,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
32174,31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,1.72,2,-1,0,success,0,4,-47.1,-1.8,1.498,5099.1,93.075
