age,balance,contact,day,duration,campaign,pdays,previous,y,cons.conf.idx,emp.var.rate,euribor3m,nr.employed,cons.price.idx,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_primary,education_secondary,education_tertiary,marital_divorced,marital_married,marital_single,housing_no,housing_yes,loan_no,loan_yes,default_no,default_yes,poutcome_failure,poutcome_success,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
35,0,cellular,21,4.0,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33,3406,cellular,21,5.35,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39,4619,cellular,21,1.73,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,1261,cellular,21,1.73,1,182,1,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
44,-1,cellular,21,1.05,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,829,telephone,21,1.35,7,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,2198,cellular,21,7.05,2,172,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,2481,cellular,21,1.88,1,101,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,23,cellular,21,1.93,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,-499,cellular,21,1.18,3,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33,-1011,cellular,21,2.23,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,1548,cellular,21,1.03,6,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33,255,cellular,21,9.8,2,184,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,3552,cellular,21,4.45,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,4642,cellular,21,8.8,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,62,cellular,21,1.27,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59,7049,cellular,21,8.83,1,163,2,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,667,cellular,21,4.65,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,2706,cellular,21,7.7,3,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39,1968,cellular,21,10.8,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,196,cellular,21,5.3,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,2040,cellular,21,4.3,1,157,4,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
41,285,cellular,21,2.63,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,1718,cellular,21,1.22,4,126,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
45,2519,cellular,21,7.83,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38,1,cellular,21,2.53,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38,8669,telephone,21,3.8,6,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,26,cellular,21,0.37,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,6316,cellular,21,1.52,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52,1752,telephone,21,5.77,4,123,8,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,0,cellular,21,1.78,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,985,telephone,21,2.78,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,7195,cellular,21,10.15,2,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33,47,cellular,21,1.43,3,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,376,cellular,21,11.83,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40,2644,cellular,21,1.83,2,185,1,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
50,4117,cellular,21,8.83,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,289,cellular,21,1.22,4,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,3950,cellular,21,8.82,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,5,cellular,21,10.58,1,135,2,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,2086,cellular,21,4.23,7,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,1054,cellular,21,1.77,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,6463,cellular,21,0.67,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,495,cellular,21,10.68,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,5267,cellular,21,3.05,1,168,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
30,239,cellular,21,5.03,2,95,8,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,2817,cellular,21,3.25,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,3959,cellular,21,3.12,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
59,2011,cellular,21,3.7,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,5626,cellular,21,2.18,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40,1872,cellular,21,1.87,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,215,cellular,21,2.63,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57,0,cellular,21,1.12,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,267,cellular,21,0.5,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,3108,cellular,21,0.88,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,23,cellular,21,5.73,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,701,cellular,21,1.72,1,141,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
36,5171,cellular,21,2.9,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,324,cellular,21,7.7,2,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
33,0,cellular,21,0.95,6,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,4976,cellular,21,1.75,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,1390,cellular,21,0.92,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,6107,cellular,21,1.9,3,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,0,cellular,21,3.43,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,512,cellular,21,2.1,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
35,202,cellular,21,2.92,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,6116,cellular,21,0.72,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,0,cellular,21,13.73,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,48,cellular,21,2.33,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,159,cellular,21,1.1,1,182,1,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
43,-128,cellular,21,0.53,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,997,cellular,21,1.35,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,0,cellular,21,2.48,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,2452,cellular,21,2.68,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,1483,cellular,21,1.52,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,-81,cellular,21,4.37,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52,1837,cellular,21,3.62,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,831,cellular,21,1.77,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,1729,cellular,21,5.68,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,966,cellular,21,6.55,1,101,3,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
38,8,cellular,21,3.02,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,0,cellular,21,3.63,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,395,cellular,21,7.15,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,4265,cellular,21,5.45,1,192,2,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33,5739,cellular,21,6.23,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32,3050,cellular,21,0.97,1,182,1,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
37,7944,cellular,21,1.7,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
50,2410,cellular,21,1.08,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,1808,cellular,21,3.68,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,3679,cellular,21,2.43,1,101,1,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,8629,cellular,21,15.95,1,184,2,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
32,8043,cellular,21,3.37,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30,455,cellular,21,12.63,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,183,cellular,21,2.78,5,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
31,3252,cellular,21,2.42,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52,230,cellular,21,1.48,4,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,4536,cellular,21,16.05,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,1777,cellular,21,13.27,5,154,1,1,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,5119,cellular,21,1.23,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
34,3527,cellular,21,17.03,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
36,1482,cellular,21,2.57,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
57,372,cellular,21,9.22,3,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
38,162,cellular,21,2.38,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,8486,cellular,21,1.33,10,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41,92,cellular,21,6.2,1,-1,0,1,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39,694,cellular,21,0.73,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40,865,cellular,21,2.83,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,3228,cellular,21,2.22,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
41,9935,telephone,21,0.82,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,8689,cellular,21,9.77,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43,5347,cellular,21,3.15,3,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,330,telephone,21,3.63,3,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
52,6873,cellular,21,3.92,2,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
43,2100,cellular,21,1.75,1,-1,0,0,-42.0,-0.1,4.733,5195.8,93.2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
